tweet_id,timestamp,text,impressions,likes,replies,retweets,profile_visits,followers_at_post,media_type,hashtags,is_reply,is_thread
10000303,2025-11-18 12:29:53.769066,Here is a short thread on learning Python,364,30,2,5,25,2931,link,"marketing,branding",0,1
10000281,2025-11-18 12:33:28.209087,Trying out a new AI tool,3431,49,31,63,542,2939,none,,0,0
10000142,2025-11-18 13:32:51.102336,Trying out a new AI tool,438,33,3,6,61,2947,video,"marketing,branding",1,0
10000217,2025-11-18 14:12:40.826362,Here is a short thread on learning Python,3279,86,18,48,99,2955,video,"startups,founder",0,0
10000455,2025-11-18 19:25:11.612539,Experimenting with different posting times,1739,132,15,7,227,2963,video,productivity,0,0
10000113,2025-11-18 22:35:38.659936,Sharing some thoughts on growth and marketing,8706,380,14,29,259,2971,video,"python,data",1,1
10000399,2025-11-19 01:20:26.998918,New blog post is live now!,2317,90,20,35,65,2979,link,"startups,founder",0,0
10000334,2025-11-19 03:08:27.929560,Building a side project this weekend,486,28,1,1,43,2987,none,"python,data",0,0
10000416,2025-11-19 05:43:39.271376,Experimenting with different posting times,252,5,1,4,36,2995,none,,0,1
10000319,2025-11-19 07:14:14.118752,Daily coding progress update,1158,98,10,14,125,3004,none,"python,data",0,0
10000232,2025-11-19 08:18:25.548419,Experimenting with different posting times,463,14,3,1,27,3012,link,,0,1
10000307,2025-11-19 08:33:08.643684,Building a side project this weekend,823,62,1,6,8,3020,none,,0,0
10000403,2025-11-19 12:08:15.034707,New blog post is live now!,253,23,0,2,13,3028,none,"coding,learning",0,0
10000098,2025-11-19 13:31:29.510277,Building a side project this weekend,1910,53,14,22,275,3036,image,,0,0
10000121,2025-11-19 14:54:46.888063,Experimenting with different posting times,3595,226,13,53,396,3044,link,productivity,0,0
10000288,2025-11-19 15:09:53.826585,Sharing some thoughts on growth and marketing,4579,444,12,10,672,3052,none,"growth,ai",0,0
10000387,2025-11-19 15:56:04.395994,Here is a short thread on learning Python,3971,66,17,24,187,3060,image,"startups,founder",0,0
10000378,2025-11-19 16:39:42.655427,Quick tip for data science beginners,4313,346,25,16,606,3068,none,"startups,founder",0,1
10000312,2025-11-19 20:11:28.049270,Building a side project this weekend,1061,50,1,20,36,3076,link,"marketing,branding",0,1
10000468,2025-11-19 20:12:50.095969,Daily coding progress update,2485,133,2,40,389,3084,link,,0,0
10000185,2025-11-19 21:01:41.797127,Experimenting with different posting times,1585,93,13,16,209,3092,link,,0,1
10000073,2025-11-19 21:53:16.975222,New blog post is live now!,2302,190,22,10,282,3100,gif,,0,1
10000394,2025-11-19 22:11:36.379555,Sharing my favorite productivity hack,13977,1391,103,274,1652,3108,link,productivity,0,0
10000244,2025-11-19 23:46:11.439251,Quick tip for data science beginners,7306,272,13,105,159,3116,video,"coding,learning",0,1
10000111,2025-11-20 00:24:30.519115,Quick tip for data science beginners,914,32,5,16,33,3124,video,productivity,0,0
10000016,2025-11-20 01:30:55.883794,Building a side project this weekend,3160,279,26,16,567,3132,none,"growth,ai",0,1
10000404,2025-11-20 02:29:57.771223,Sharing some thoughts on growth and marketing,2501,177,7,24,366,3140,link,"marketing,branding",0,0
10000040,2025-11-20 02:34:02.547463,Quick tip for data science beginners,1266,55,2,15,21,3148,video,"growth,ai",0,0
10000266,2025-11-20 03:21:56.761433,What do you think about this idea?,614,22,3,8,108,3156,video,"growth,ai",0,1
10000467,2025-11-20 03:45:57.079840,New blog post is live now!,2721,118,11,7,208,3164,video,"startups,founder",1,0
10000330,2025-11-20 04:36:47.092602,Quick tip for data science beginners,3841,127,5,49,539,3172,gif,"marketing,branding",0,0
10000407,2025-11-20 09:22:34.752100,Sharing some thoughts on growth and marketing,4307,374,12,14,99,3180,video,"marketing,branding",1,0
10000108,2025-11-20 09:28:17.437989,Experimenting with different posting times,2436,31,14,38,430,3188,gif,"marketing,branding",0,1
10000031,2025-11-20 09:30:39.875885,Building a side project this weekend,1318,91,8,4,105,3196,link,productivity,0,0
10000382,2025-11-20 09:46:43.699782,Sharing my favorite productivity hack,2892,60,9,6,190,3204,link,"growth,ai",0,0
10000449,2025-11-20 17:39:22.838077,Trying out a new AI tool,2168,167,16,36,205,3212,link,productivity,1,0
10000484,2025-11-20 18:15:21.514043,New blog post is live now!,10252,485,47,92,237,3220,gif,"marketing,branding",0,1
10000435,2025-11-20 18:33:54.687765,Here is a short thread on learning Python,14127,149,112,187,1143,3228,link,"python,data",0,0
10000306,2025-11-20 22:09:17.252146,New blog post is live now!,2967,195,12,50,295,3236,image,productivity,1,0
10000343,2025-11-21 02:36:38.889058,Here is a short thread on learning Python,1357,61,5,6,139,3244,video,"python,data",0,1
10000367,2025-11-21 04:44:55.257217,Quick tip for data science beginners,1135,62,4,5,147,3252,image,,0,1
10000238,2025-11-21 05:18:22.496387,Sharing some thoughts on growth and marketing,3078,126,30,41,511,3260,gif,"growth,ai",0,1
10000059,2025-11-21 10:12:11.569586,Quick tip for data science beginners,3240,117,12,45,495,3268,video,"marketing,branding",0,1
10000041,2025-11-21 10:31:34.252539,Here is a short thread on learning Python,1248,106,10,8,21,3276,none,,0,0
10000119,2025-11-21 10:59:43.677187,Trying out a new AI tool,3801,332,22,20,254,3284,link,"startups,founder",0,0
10000385,2025-11-21 12:12:26.130558,Sharing some thoughts on growth and marketing,743,67,5,14,92,3292,video,"marketing,branding",0,0
10000116,2025-11-21 12:42:24.829286,Sharing some thoughts on growth and marketing,674,31,5,12,66,3300,gif,productivity,0,1
10000457,2025-11-21 13:37:08.474562,Quick tip for data science beginners,2510,150,11,24,283,3308,image,"coding,learning",0,1
10000414,2025-11-21 13:52:45.248581,Sharing some thoughts on growth and marketing,409,25,2,1,46,3316,gif,"python,data",0,0
10000401,2025-11-21 14:38:43.206825,Experimenting with different posting times,2752,146,18,9,44,3324,gif,,0,0
10000250,2025-11-21 16:44:55.413025,Building a side project this weekend,2657,62,10,40,266,3332,video,"coding,learning",0,0
10000181,2025-11-21 16:49:15.768861,Experimenting with different posting times,2820,170,3,22,305,3340,gif,"python,data",0,0
10000221,2025-11-21 19:36:11.300378,Daily coding progress update,9155,723,21,88,357,3348,gif,"marketing,branding",0,1
10000229,2025-11-22 01:55:32.636806,Trying out a new AI tool,4311,66,26,82,186,3356,none,"coding,learning",0,0
10000000,2025-11-22 05:03:50.659590,Sharing some thoughts on growth and marketing,960,25,7,12,90,3364,video,productivity,0,0
10000337,2025-11-22 05:50:50.395773,Quick tip for data science beginners,3359,101,14,33,403,3372,gif,productivity,0,0
10000141,2025-11-22 07:03:48.467267,Sharing my favorite productivity hack,4190,404,33,60,456,3380,gif,"marketing,branding",0,1
10000204,2025-11-22 07:50:18.432148,Here is a short thread on learning Python,2574,184,14,33,450,3388,image,"startups,founder",0,0
10000133,2025-11-22 08:10:41.174195,Sharing my favorite productivity hack,4024,335,22,12,350,3396,video,"marketing,branding",0,1
10000146,2025-11-22 09:05:06.277376,Quick tip for data science beginners,230,16,0,3,5,3404,none,productivity,0,0
10000024,2025-11-22 10:31:31.048532,Trying out a new AI tool,2911,206,3,32,154,3412,none,"python,data",0,0
10000445,2025-11-22 14:17:44.877536,New blog post is live now!,2917,194,9,42,266,3420,none,,0,0
10000134,2025-11-22 15:07:38.000700,Experimenting with different posting times,441,9,4,7,54,3428,image,"marketing,branding",0,0
10000174,2025-11-22 15:32:08.347616,Sharing some thoughts on growth and marketing,1955,172,14,23,194,3436,video,"startups,founder",0,0
10000213,2025-11-22 16:34:16.905825,Building a side project this weekend,2930,133,17,45,427,3444,video,,0,1
10000462,2025-11-22 16:51:22.128154,Here is a short thread on learning Python,2779,216,14,49,135,3452,none,"marketing,branding",0,0
10000458,2025-11-22 17:20:34.005022,What do you think about this idea?,548,15,2,6,65,3460,image,"python,data",0,1
10000461,2025-11-22 18:05:48.633524,Daily coding progress update,773,46,5,11,44,3468,link,productivity,0,1
10000418,2025-11-22 19:13:25.476139,Experimenting with different posting times,5820,85,13,33,793,3476,gif,"growth,ai",0,0
10000284,2025-11-22 21:35:12.375422,Experimenting with different posting times,3571,279,18,57,80,3484,none,"python,data",0,0
10000340,2025-11-22 23:21:14.933206,Experimenting with different posting times,3187,142,25,40,93,3492,link,"growth,ai",1,0
10000007,2025-11-23 01:04:18.875385,Sharing some thoughts on growth and marketing,4898,420,24,44,911,3501,gif,"growth,ai",0,0
10000027,2025-11-23 01:16:52.106185,Here is a short thread on learning Python,3823,230,34,20,240,3509,none,,0,1
10000037,2025-11-23 01:29:15.085432,Building a side project this weekend,3001,126,9,21,213,3517,link,"python,data",1,0
10000199,2025-11-23 02:37:27.425012,Sharing some thoughts on growth and marketing,2481,37,14,46,43,3525,video,"growth,ai",0,0
10000188,2025-11-23 06:15:08.831140,What do you think about this idea?,3020,164,5,27,156,3533,gif,"growth,ai",0,0
10000261,2025-11-23 06:55:47.493926,Quick tip for data science beginners,3797,360,12,15,180,3541,link,"coding,learning",1,0
10000262,2025-11-23 07:26:29.283959,Here is a short thread on learning Python,4166,293,16,74,246,3549,gif,"python,data",0,0
10000350,2025-11-23 08:10:31.420662,Building a side project this weekend,3262,299,24,37,571,3557,image,"python,data",0,1
10000421,2025-11-23 08:24:04.593481,New blog post is live now!,4869,240,15,71,804,3565,gif,"python,data",0,1
10000206,2025-11-23 09:52:50.800362,Here is a short thread on learning Python,2508,49,17,50,48,3573,none,"marketing,branding",1,0
10000363,2025-11-23 10:35:15.087894,Quick tip for data science beginners,2655,232,12,19,103,3581,none,"marketing,branding",0,0
10000124,2025-11-23 10:53:36.274343,Sharing some thoughts on growth and marketing,3179,39,9,19,437,3589,gif,"coding,learning",0,0
10000460,2025-11-23 14:48:26.348143,What do you think about this idea?,1448,114,10,23,276,3597,gif,"coding,learning",0,0
10000411,2025-11-23 17:37:49.503228,Sharing my favorite productivity hack,3256,121,10,6,483,3605,gif,"python,data",1,0
10000480,2025-11-23 18:11:28.807389,Building a side project this weekend,3341,324,28,60,626,3613,video,,1,0
10000348,2025-11-23 18:32:10.870622,New blog post is live now!,3362,96,27,51,225,3621,gif,"marketing,branding",0,1
10000136,2025-11-23 20:15:02.570267,Daily coding progress update,6295,404,20,56,408,3629,video,"marketing,branding",0,1
10000492,2025-11-23 20:39:43.054495,New blog post is live now!,7118,121,54,26,874,3637,image,,0,0
10000370,2025-11-23 23:09:29.664771,What do you think about this idea?,1974,181,8,38,53,3645,image,"coding,learning",0,0
10000051,2025-11-23 23:47:42.981800,Daily coding progress update,9849,698,60,42,1616,3653,link,"growth,ai",1,0
10000220,2025-11-24 00:26:30.859545,Sharing my favorite productivity hack,2731,216,16,18,184,3661,gif,"startups,founder",0,1
10000321,2025-11-24 01:14:51.899351,Building a side project this weekend,4700,344,14,52,140,3669,image,"growth,ai",0,0
10000459,2025-11-24 01:22:09.157232,Quick tip for data science beginners,2707,174,5,21,100,3677,video,,0,0
10000305,2025-11-24 01:30:43.976264,Sharing my favorite productivity hack,3931,70,29,37,715,3685,gif,"python,data",0,0
10000020,2025-11-24 04:28:04.894953,Building a side project this weekend,3557,263,8,70,215,3693,gif,productivity,1,0
10000234,2025-11-24 06:14:23.256710,Building a side project this weekend,1701,75,7,10,181,3701,video,"python,data",1,0
10000298,2025-11-24 07:33:33.354542,Quick tip for data science beginners,3024,276,10,59,111,3709,link,"startups,founder",0,0
10000453,2025-11-24 07:43:27.141779,Trying out a new AI tool,3042,197,7,42,134,3717,image,productivity,0,0
10000275,2025-11-24 08:22:21.777814,Daily coding progress update,641,63,1,10,69,3725,video,productivity,0,0
10000309,2025-11-24 08:38:02.658172,Here is a short thread on learning Python,4728,61,17,65,890,3733,video,productivity,1,1
10000355,2025-11-24 08:43:05.812340,New blog post is live now!,2484,214,22,7,441,3741,video,"startups,founder",0,0
10000302,2025-11-24 08:49:00.887119,Daily coding progress update,2500,31,21,14,205,3749,link,productivity,1,0
10000274,2025-11-24 12:42:39.679910,New blog post is live now!,693,44,0,5,90,3757,gif,"marketing,branding",0,0
10000345,2025-11-24 13:07:27.525916,New blog post is live now!,2036,91,8,23,79,3765,link,productivity,0,0
10000346,2025-11-24 13:10:03.095804,Experimenting with different posting times,2490,123,9,16,116,3773,link,"startups,founder",0,0
10000285,2025-11-24 15:47:25.562551,What do you think about this idea?,2743,180,16,22,191,3781,video,"coding,learning",0,0
10000431,2025-11-24 17:26:22.321657,Trying out a new AI tool,2534,72,13,17,163,3789,none,"python,data",0,1
10000140,2025-11-24 17:38:37.065585,Daily coding progress update,4326,73,4,84,47,3797,gif,,0,0
10000267,2025-11-24 18:05:48.669904,What do you think about this idea?,1077,89,8,19,67,3805,gif,"growth,ai",0,1
10000190,2025-11-24 21:30:26.362442,Trying out a new AI tool,3942,218,23,44,479,3813,gif,"marketing,branding",0,0
10000391,2025-11-25 00:14:37.831809,Quick tip for data science beginners,2883,158,20,9,179,3821,image,,1,0
10000464,2025-11-25 01:32:19.510899,Sharing my favorite productivity hack,2582,91,7,7,260,3829,link,"growth,ai",0,1
10000223,2025-11-25 02:04:06.409804,Building a side project this weekend,749,24,5,2,27,3837,video,"marketing,branding",0,0
10000417,2025-11-25 02:04:32.022545,What do you think about this idea?,4299,112,8,70,142,3845,gif,"growth,ai",0,1
10000180,2025-11-25 04:09:25.985894,Daily coding progress update,878,46,1,5,173,3853,gif,"coding,learning",0,0
10000424,2025-11-25 07:46:43.351240,What do you think about this idea?,3193,225,26,20,411,3861,link,"python,data",0,1
10000494,2025-11-25 10:13:07.533776,Experimenting with different posting times,2302,175,8,37,459,3869,link,"marketing,branding",0,1
10000090,2025-11-25 13:10:18.767422,Sharing my favorite productivity hack,3445,173,19,21,210,3877,video,,0,0
10000269,2025-11-25 13:19:54.398691,Trying out a new AI tool,2647,151,22,45,445,3885,none,productivity,0,1
10000475,2025-11-25 17:01:52.196212,New blog post is live now!,2825,218,8,32,471,3893,none,"marketing,branding",0,0
10000308,2025-11-25 17:05:20.488775,Quick tip for data science beginners,4319,428,7,14,322,3901,link,productivity,1,0
10000002,2025-11-25 18:34:35.691562,Quick tip for data science beginners,2511,143,12,18,317,3909,image,,0,0
10000147,2025-11-25 19:00:11.171559,What do you think about this idea?,2658,151,12,47,237,3917,gif,,0,1
10000428,2025-11-25 20:09:49.026495,Trying out a new AI tool,1638,132,12,6,259,3925,image,productivity,0,0
10000186,2025-11-25 22:22:32.373279,Sharing some thoughts on growth and marketing,5530,293,36,43,549,3933,link,productivity,0,1
10000286,2025-11-25 23:34:49.827118,Quick tip for data science beginners,2332,162,22,28,438,3941,link,"growth,ai",0,0
10000381,2025-11-26 00:09:18.370000,Sharing my favorite productivity hack,3858,114,8,67,460,3949,image,,0,0
10000353,2025-11-26 00:59:13.373402,Here is a short thread on learning Python,2554,114,14,27,305,3957,image,"growth,ai",1,1
10000409,2025-11-26 01:11:22.910514,Daily coding progress update,4006,225,20,11,260,3965,link,"growth,ai",1,0
10000069,2025-11-26 02:33:31.332032,Daily coding progress update,3737,233,34,10,236,3973,gif,,1,1
10000338,2025-11-26 03:40:58.741860,New blog post is live now!,2141,92,2,19,235,3981,none,productivity,0,0
10000256,2025-11-26 05:15:39.376622,Daily coding progress update,662,16,1,9,102,3989,image,"startups,founder",0,0
10000214,2025-11-26 07:15:07.382824,Building a side project this weekend,1114,101,1,21,149,3997,link,"python,data",0,0
10000408,2025-11-26 07:30:57.874835,Experimenting with different posting times,1490,123,12,11,211,4006,image,"growth,ai",0,0
10000380,2025-11-26 07:43:31.439369,What do you think about this idea?,4736,245,45,53,657,4014,none,"growth,ai",0,1
10000257,2025-11-26 09:29:23.189627,Here is a short thread on learning Python,3391,308,27,20,662,4022,none,"marketing,branding",0,0
10000060,2025-11-26 10:01:45.810733,Building a side project this weekend,2256,211,22,44,46,4030,none,"growth,ai",0,0
10000228,2025-11-26 11:58:24.842263,Sharing my favorite productivity hack,4253,169,29,84,577,4038,video,"coding,learning",0,1
10000332,2025-11-26 13:01:38.724089,Here is a short thread on learning Python,4106,193,27,55,733,4046,gif,"marketing,branding",0,0
10000166,2025-11-26 17:34:49.658536,Daily coding progress update,1107,21,8,12,213,4054,video,"python,data",0,0
10000279,2025-11-26 19:54:24.691826,Experimenting with different posting times,9029,566,65,169,1432,4062,gif,"marketing,branding",0,1
10000061,2025-11-26 21:24:57.858624,Daily coding progress update,8479,665,55,32,220,4070,gif,"coding,learning",0,0
10000333,2025-11-26 22:49:35.068333,Here is a short thread on learning Python,4758,438,30,84,702,4078,none,"marketing,branding",0,1
10000202,2025-11-27 01:17:12.983616,Building a side project this weekend,4023,85,8,18,758,4086,gif,"marketing,branding",0,0
10000170,2025-11-27 02:11:15.252652,Sharing my favorite productivity hack,4099,325,29,41,254,4094,none,"python,data",1,0
10000046,2025-11-27 04:30:19.802296,Building a side project this weekend,3443,194,23,33,511,4102,none,"python,data",0,0
10000347,2025-11-27 06:18:50.725623,Trying out a new AI tool,1656,160,9,13,199,4110,image,productivity,0,0
10000157,2025-11-27 06:58:46.005872,Here is a short thread on learning Python,992,57,6,12,27,4118,image,"marketing,branding",1,0
10000009,2025-11-27 07:01:20.705281,New blog post is live now!,4959,320,17,36,205,4126,video,"startups,founder",0,0
10000087,2025-11-27 10:02:39.103548,Here is a short thread on learning Python,2978,130,3,52,77,4134,none,"startups,founder",0,1
10000165,2025-11-27 14:13:09.710606,Sharing some thoughts on growth and marketing,3217,126,19,13,262,4142,video,,0,1
10000410,2025-11-27 17:33:24.548399,Here is a short thread on learning Python,4376,345,4,41,478,4150,gif,"marketing,branding",0,1
10000154,2025-11-27 17:56:29.186091,Experimenting with different posting times,984,83,2,2,81,4158,video,"startups,founder",0,1
10000135,2025-11-27 19:34:35.711145,Sharing some thoughts on growth and marketing,1307,111,6,20,117,4166,gif,"coding,learning",0,1
10000351,2025-11-27 20:57:53.244453,What do you think about this idea?,912,64,4,2,177,4174,video,productivity,1,0
10000010,2025-11-27 21:01:18.213214,Daily coding progress update,4126,46,11,61,660,4182,gif,,0,1
10000164,2025-11-27 22:25:24.080913,Sharing some thoughts on growth and marketing,5645,434,13,94,948,4190,gif,"startups,founder",0,0
10000471,2025-11-27 22:39:56.372551,Sharing my favorite productivity hack,6920,338,55,120,781,4198,image,"marketing,branding",0,0
10000015,2025-11-27 22:43:20.779434,Building a side project this weekend,6030,571,38,87,1069,4206,image,productivity,0,0
10000373,2025-11-27 23:02:46.977792,Here is a short thread on learning Python,1416,20,6,27,148,4214,none,"coding,learning",0,0
10000291,2025-11-28 00:16:57.944092,Experimenting with different posting times,197,17,1,3,12,4222,image,"marketing,branding",0,0
10000327,2025-11-28 01:37:00.344363,What do you think about this idea?,4748,397,27,84,566,4230,image,"marketing,branding",0,0
10000469,2025-11-28 04:11:02.713961,What do you think about this idea?,349,20,1,2,48,4238,link,"python,data",0,0
10000161,2025-11-28 04:59:10.126904,New blog post is live now!,1691,117,9,29,252,4246,gif,"growth,ai",0,1
10000470,2025-11-28 05:25:03.115347,What do you think about this idea?,143,10,0,0,25,4254,gif,"growth,ai",0,1
10000205,2025-11-28 07:22:07.423899,Daily coding progress update,1963,160,18,25,370,4262,none,"coding,learning",1,0
10000390,2025-11-28 11:10:50.218752,Daily coding progress update,2152,117,6,6,191,4270,link,"coding,learning",0,1
10000224,2025-11-28 11:14:06.893187,Here is a short thread on learning Python,3829,177,18,57,542,4278,gif,"coding,learning",1,0
10000143,2025-11-28 11:29:10.881207,Daily coding progress update,3826,276,5,53,70,4286,image,"marketing,branding",0,1
10000018,2025-11-28 12:05:32.465084,Sharing my favorite productivity hack,809,45,3,4,26,4294,gif,,0,1
10000270,2025-11-28 13:07:35.987340,Daily coding progress update,2734,213,23,28,288,4302,video,"growth,ai",0,0
10000209,2025-11-28 13:38:07.932205,Quick tip for data science beginners,1467,53,10,11,190,4310,gif,"python,data",0,0
10000481,2025-11-28 14:47:02.332966,New blog post is live now!,1574,157,4,4,138,4318,image,"coding,learning",0,0
10000151,2025-11-28 14:57:54.586825,Experimenting with different posting times,245,7,0,0,48,4326,image,"coding,learning",0,0
10000486,2025-11-28 15:04:39.631500,What do you think about this idea?,2687,154,7,53,527,4334,video,"marketing,branding",0,1
10000101,2025-11-28 15:07:44.092294,Building a side project this weekend,2138,174,4,37,324,4342,video,"coding,learning",0,1
10000361,2025-11-28 15:46:17.399017,Sharing my favorite productivity hack,3755,75,31,71,89,4350,video,"startups,founder",1,0
10000295,2025-11-28 17:07:36.184116,New blog post is live now!,1167,68,6,4,157,4358,link,,1,0
10000132,2025-11-28 17:15:28.240690,Sharing some thoughts on growth and marketing,2641,260,15,13,163,4366,gif,"coding,learning",0,1
10000082,2025-11-28 20:42:52.501224,Here is a short thread on learning Python,5884,83,38,48,292,4374,link,"growth,ai",0,0
10000014,2025-11-29 00:45:42.795419,Trying out a new AI tool,963,64,3,10,175,4382,image,,0,0
10000032,2025-11-29 01:33:14.038226,What do you think about this idea?,3536,190,32,34,270,4390,video,"python,data",0,0
10000093,2025-11-29 02:26:54.590213,Building a side project this weekend,2572,103,23,33,145,4398,none,"python,data",0,0
10000277,2025-11-29 02:41:51.107974,Daily coding progress update,1936,49,13,21,84,4406,gif,productivity,0,1
10000425,2025-11-29 05:03:13.932059,Experimenting with different posting times,4790,318,15,23,218,4414,none,productivity,0,0
10000282,2025-11-29 07:30:24.885242,Experimenting with different posting times,785,50,1,12,105,4422,video,"coding,learning",1,0
10000019,2025-11-29 10:21:42.979692,Sharing some thoughts on growth and marketing,3545,105,21,32,79,4430,link,"python,data",0,0
10000422,2025-11-29 10:23:11.377827,Sharing some thoughts on growth and marketing,2486,120,9,26,80,4438,gif,"python,data",1,1
10000239,2025-11-29 11:17:52.267844,What do you think about this idea?,4359,281,9,79,730,4446,video,"python,data",0,1
10000055,2025-11-29 13:00:43.104181,Sharing my favorite productivity hack,3067,253,30,28,247,4454,gif,"startups,founder",0,0
10000322,2025-11-29 13:08:58.811248,Experimenting with different posting times,3001,100,10,31,590,4462,gif,"python,data",0,0
10000242,2025-11-29 13:26:28.937855,Daily coding progress update,1984,22,12,16,165,4470,link,productivity,0,0
10000036,2025-11-29 14:36:48.525454,Here is a short thread on learning Python,2165,130,20,31,256,4478,image,"python,data",0,0
10000430,2025-11-29 14:58:54.666517,Building a side project this weekend,1441,86,3,17,70,4486,none,productivity,0,0
10000415,2025-11-29 16:03:39.374809,What do you think about this idea?,4449,278,42,12,268,4494,video,,0,0
10000292,2025-11-29 16:42:13.298817,Building a side project this weekend,4766,244,6,76,230,4503,video,"python,data",0,0
10000437,2025-11-29 17:57:14.684265,Building a side project this weekend,4813,368,14,67,503,4511,none,"growth,ai",0,0
10000323,2025-11-29 18:12:44.170428,What do you think about this idea?,2361,77,10,24,44,4519,none,,0,0
10000003,2025-11-29 20:31:56.423366,Here is a short thread on learning Python,1075,33,1,14,88,4527,none,"coding,learning",1,0
10000160,2025-11-29 22:01:17.634583,What do you think about this idea?,4572,77,39,49,463,4535,link,"growth,ai",0,1
10000118,2025-11-29 22:59:33.193008,Experimenting with different posting times,10621,710,11,148,465,4543,gif,"startups,founder",1,0
10000167,2025-11-30 00:38:34.226944,What do you think about this idea?,1345,104,10,6,210,4551,image,"startups,founder",1,0
10000155,2025-11-30 04:20:38.739525,Here is a short thread on learning Python,3945,323,26,23,427,4559,image,productivity,0,0
10000064,2025-11-30 04:42:58.477790,What do you think about this idea?,3023,182,14,55,94,4567,image,"python,data",0,0
10000396,2025-11-30 05:55:41.049210,Sharing some thoughts on growth and marketing,4814,219,46,93,407,4575,image,"growth,ai",1,1
10000066,2025-11-30 06:58:12.781947,Daily coding progress update,4385,201,23,15,484,4583,video,"marketing,branding",0,1
10000130,2025-11-30 07:24:04.355882,Building a side project this weekend,1487,33,13,16,267,4591,gif,,0,0
10000222,2025-11-30 08:36:24.629123,Building a side project this weekend,4868,143,9,11,642,4599,none,,0,0
10000225,2025-11-30 15:54:50.702519,Sharing my favorite productivity hack,3702,238,14,67,580,4607,image,"coding,learning",0,0
10000150,2025-11-30 15:59:57.327207,Daily coding progress update,3530,201,26,7,348,4615,image,"startups,founder",0,1
10000366,2025-11-30 16:00:16.797362,What do you think about this idea?,1111,41,4,13,36,4623,video,productivity,1,1
10000195,2025-11-30 16:52:07.932013,What do you think about this idea?,2213,193,2,27,273,4631,gif,,0,0
10000442,2025-11-30 17:12:35.875229,What do you think about this idea?,1427,57,12,12,148,4639,link,"startups,founder",0,1
10000038,2025-11-30 21:33:47.621407,Sharing my favorite productivity hack,4441,188,16,73,727,4647,none,"marketing,branding",1,1
10000395,2025-12-01 04:01:09.726392,Building a side project this weekend,969,63,9,5,155,4655,none,"python,data",1,1
10000057,2025-12-01 06:03:39.632752,What do you think about this idea?,695,58,2,12,58,4663,none,productivity,0,1
10000176,2025-12-01 07:05:43.663818,Quick tip for data science beginners,792,72,7,4,77,4671,link,"coding,learning",0,0
10000497,2025-12-01 13:57:25.949708,New blog post is live now!,862,45,2,3,36,4679,link,productivity,0,1
10000427,2025-12-01 15:05:01.292518,Trying out a new AI tool,3204,114,15,45,234,4687,link,"marketing,branding",0,0
10000085,2025-12-01 15:21:06.503584,Building a side project this weekend,4799,198,6,56,535,4695,none,"python,data",0,1
10000263,2025-12-01 16:34:53.842892,Sharing my favorite productivity hack,2808,275,21,33,124,4703,gif,,0,0
10000326,2025-12-01 17:06:28.113339,Here is a short thread on learning Python,440,21,1,4,8,4711,image,productivity,0,1
10000356,2025-12-01 18:48:53.080848,Quick tip for data science beginners,5270,61,27,75,776,4719,image,"coding,learning",0,0
10000493,2025-12-01 19:14:12.850571,Quick tip for data science beginners,11722,377,84,149,1234,4727,gif,productivity,1,0
10000194,2025-12-01 21:23:38.373740,What do you think about this idea?,9920,558,41,125,407,4735,gif,"startups,founder",0,1
10000473,2025-12-02 00:44:16.289949,Sharing some thoughts on growth and marketing,1729,152,13,26,200,4743,link,"startups,founder",0,0
10000012,2025-12-02 01:20:53.520594,What do you think about this idea?,2831,190,25,29,92,4751,video,"startups,founder",0,1
10000178,2025-12-02 03:28:20.708912,Experimenting with different posting times,216,13,1,4,8,4759,none,,0,0
10000273,2025-12-02 03:28:50.409113,Quick tip for data science beginners,3686,58,22,44,429,4767,none,"marketing,branding",0,0
10000173,2025-12-02 06:56:08.425801,New blog post is live now!,1782,61,17,16,320,4775,none,"marketing,branding",0,0
10000177,2025-12-02 07:03:02.111823,Daily coding progress update,4065,291,19,22,420,4783,link,"python,data",0,0
10000499,2025-12-02 09:00:25.365693,Here is a short thread on learning Python,961,11,8,8,74,4791,link,"python,data",0,1
10000362,2025-12-02 12:37:56.557628,Daily coding progress update,2522,216,8,26,94,4799,video,,0,0
10000091,2025-12-02 15:02:15.000664,Sharing my favorite productivity hack,2076,177,3,24,112,4807,none,"marketing,branding",0,0
10000110,2025-12-02 15:26:51.319863,Sharing some thoughts on growth and marketing,893,29,3,4,163,4815,link,"python,data",0,0
10000393,2025-12-02 15:42:07.906729,New blog post is live now!,3332,74,33,38,281,4823,image,productivity,0,0
10000107,2025-12-02 17:14:07.314216,Experimenting with different posting times,2135,163,13,42,326,4831,gif,"python,data",0,1
10000320,2025-12-02 18:50:58.144886,Building a side project this weekend,8257,184,33,41,350,4839,video,productivity,1,0
10000476,2025-12-02 19:49:15.026181,Sharing my favorite productivity hack,2445,82,17,40,385,4847,gif,productivity,0,0
10000315,2025-12-02 19:49:29.497540,Building a side project this weekend,552,28,2,7,36,4855,gif,"marketing,branding",0,1
10000474,2025-12-02 20:36:00.159236,Building a side project this weekend,470,39,3,7,28,4863,none,productivity,0,0
10000412,2025-12-02 22:09:12.479469,What do you think about this idea?,12058,1041,57,89,865,4871,image,"startups,founder",0,1
10000331,2025-12-02 22:32:25.457776,What do you think about this idea?,6948,127,44,82,1258,4879,gif,productivity,0,0
